open_time,open,high,low,close,volume
2025-12-28 15:30:00,2952.96,2953.0,2947.01,2948.0,724436.132
2025-12-28 16:00:00,2947.6,2952.86,2940.68,2941.31,998633.889
2025-12-28 16:30:00,2941.31,2944.02,2940.29,2943.3,170788.948
2025-12-28 17:00:00,2943.72,2949.83,2943.3,2949.0,460895.017
2025-12-28 17:30:00,2949.82,2949.83,2944.39,2944.6,249751.945
2025-12-28 18:00:00,2944.63,2945.0,2927.14,2935.97,935799.149
2025-12-28 18:30:00,2935.76,2937.0,2929.92,2930.25,732719.387
2025-12-28 19:00:00,2930.25,2938.33,2926.07,2930.42,1217958.326
2025-12-28 19:30:00,2930.42,2935.56,2929.62,2932.31,289160.661
2025-12-28 20:00:00,2932.64,2935.33,2929.49,2933.59,755811.926
2025-12-28 20:30:00,2933.59,2936.4,2931.1,2931.27,353587.841
2025-12-28 21:00:00,2931.27,2934.29,2928.65,2932.26,757318.803
2025-12-28 21:30:00,2932.26,2938.0,2932.03,2937.0,256030.429
2025-12-28 22:00:00,2936.99,2940.64,2934.73,2940.2,342830.74
2025-12-28 22:30:00,2940.63,2952.83,2937.66,2949.7,1048304.351
2025-12-28 23:00:00,2949.25,2952.94,2940.16,2942.0,1405711.687
2025-12-28 23:30:00,2942.0,2951.8,2941.29,2949.08,939761.979
2025-12-29 00:00:00,2949.08,2957.11,2944.26,2957.11,1041397.068
2025-12-29 00:30:00,2957.07,2974.92,2957.07,2965.58,1740921.084
2025-12-29 01:00:00,2965.61,2967.8,2952.89,2959.46,1320330.079
2025-12-29 01:30:00,2960.81,2985.0,2957.01,2979.69,2277807.976
2025-12-29 02:00:00,2979.69,3016.6,2979.66,3004.01,2302759.378
2025-12-29 02:30:00,3005.02,3008.1,2999.01,3002.61,1080069.688
2025-12-29 03:00:00,3002.61,3012.32,3002.61,3009.55,1354565.151
2025-12-29 03:30:00,3009.55,3047.89,3009.39,3042.31,2251460.881
2025-12-29 04:00:00,3042.41,3053.0,3039.7,3043.0,1958750.981
2025-12-29 04:30:00,3043.0,3050.75,3038.76,3038.8,1363985.351
2025-12-29 05:00:00,3038.77,3041.73,3032.57,3035.53,1142389.984
2025-12-29 05:30:00,3035.53,3043.32,3034.11,3036.02,1303463.408
2025-12-29 06:00:00,3036.02,3042.91,3032.25,3036.28,1171478.992
2025-12-29 06:30:00,3036.29,3038.0,3031.02,3034.64,591678.335
2025-12-29 07:00:00,3034.65,3037.22,3010.52,3013.03,1929943.241
2025-12-29 07:30:00,3013.03,3020.56,3012.91,3018.47,895997.574
2025-12-29 08:00:00,3018.47,3024.6,3011.38,3021.77,931793.527
2025-12-29 08:30:00,3021.77,3022.46,3011.05,3013.28,1117996.105
2025-12-29 09:00:00,3013.28,3014.67,3005.52,3006.95,764311.334
2025-12-29 09:30:00,3006.97,3007.99,2956.6,2975.32,3131961.252
2025-12-29 10:00:00,2975.32,2979.13,2966.69,2970.86,1515337.795
2025-12-29 10:30:00,2970.86,2974.38,2961.82,2965.1,686619.204
2025-12-29 11:00:00,2965.1,2965.93,2958.58,2964.5,847863.111
2025-12-29 11:30:00,2964.5,2964.5,2959.03,2959.14,650768.439
2025-12-29 12:00:00,2959.14,2959.54,2910.44,2926.65,3742471.457
2025-12-29 12:30:00,2926.62,2934.94,2925.89,2930.55,1273849.144
2025-12-29 13:00:00,2930.55,2936.22,2928.48,2929.4,1228930.394
2025-12-29 13:30:00,2929.4,2930.9,2921.21,2926.0,1050138.223
2025-12-29 14:00:00,2926.0,2932.45,2916.65,2932.45,1815862.285
2025-12-29 14:30:00,2932.44,2963.52,2923.1,2926.56,3523879.898
2025-12-29 15:00:00,2926.56,2946.07,2918.41,2940.46,2465772.705
2025-12-29 15:30:00,2940.46,2944.25,2930.24,2934.03,1367290.206
2025-12-29 16:00:00,2934.03,2940.0,2924.76,2927.53,1004407.05
2025-12-29 16:30:00,2927.53,2939.67,2927.44,2935.1,998574.237
2025-12-29 17:00:00,2935.09,2939.99,2925.65,2930.37,1360189.635
2025-12-29 17:30:00,2930.29,2941.45,2928.75,2941.45,937979.451
2025-12-29 18:00:00,2941.45,2944.14,2933.54,2933.8,1281718.905
2025-12-29 18:30:00,2933.8,2936.3,2914.5,2917.34,1025526.659
2025-12-29 19:00:00,2917.35,2939.01,2916.94,2934.33,1120801.588
2025-12-29 19:30:00,2934.33,2937.41,2927.92,2930.88,1150859.641
2025-12-29 20:00:00,2930.88,2940.48,2928.71,2931.11,1112368.004
2025-12-29 20:30:00,2931.11,2934.12,2925.09,2929.43,805612.004
2025-12-29 21:00:00,2929.43,2935.89,2928.56,2932.56,822783.942
2025-12-29 21:30:00,2932.56,2937.58,2930.98,2936.39,590076.126
2025-12-29 22:00:00,2936.39,2937.14,2930.1,2935.87,536107.025
2025-12-29 22:30:00,2935.84,2942.61,2935.84,2936.88,730742.655
2025-12-29 23:00:00,2936.88,2942.82,2932.89,2932.89,917961.049
2025-12-29 23:30:00,2932.89,2937.41,2931.37,2937.15,452799.207
